Time,Round,Picture_Number,Location,Zone,Environment,Tide,Lux_200,Lux_0,Sky_Glow,Species_Richness,Mobile_Sp_Abundance,Mobile_Sp_Richness,Sessile_Sp_Abundance,Sessile_Sp_Richness,Algal_Sp_Percent_Cover,Algal_Sp_Richness,Filter_Feeders_%_Sessile,Filter_Feeders_%_Mobile,Photosynthetic,Predators,Grazers,Omnivore,Detritivore,Bare_substrata,Elminus,Saccostrea,Chthamalus,Pyura_stolonifera,Tesseropora,Mytilus_planulatus,Ecklonia_radiata,Galeolaria,Haliclona_permollis,Ralfsia_verrucosa,Gelidiella,Blidingia_minima,C_peli,Ulva_lactuca,Coralina,Grasilaria ,Red_Sea_Lettuce,Oulactis_muscosa,Actinia_tenebrosa,Tenguella_marginalba,Dicathais_orbita,Bembicium_nanum,Elysia_coodgeensis, Turbo_undulata,Austrocochlea_porcata,Bembicium_melanostomum,Nerita_atramentosa,Nodilittorina_unifasciata,Littorina_littorea,Nodilittorina_pyramidalis,Red_Spiral_Snail,Siphonaria_guamensis,Cellana_tramoserica,Siphonaria_diemenensis,Patelloida_mimula,Patelloida_alticostata,Siphonaria_funiculata,Siphonaria_recruit,Patelloida_mufria,Chiton_pelliserpentis,Onchidiidae,Patelloida_saccharina,Patiriella_exigua,Crab,Shrimp,Amphipod
Night,One,234,Balmain,Inner ,Rocky Shore,Mid,NA,0.1,17.81,6,10,2,10,2,95,2,10,0,95,0,10,0,0,90,0,5,5,0,0,0,0,0,0,0,0,75,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0
Night,One,235,Balmain,Inner ,Rocky Shore,Mid,NA,0.1,17.53,6,11,3,40,1,60,2,40,0,60,0,11,0,0,60,0,40,0,0,0,0,0,0,0,0,0,15,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0
Night,One,236,Balmain,Inner ,Rocky Shore,Mid,NA,0,17.63,7,22,3,45,1,50,3,45,0,50,0,22,0,0,55,0,45,0,0,0,0,0,0,0,15,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0
Night,One,237,Balmain,Inner ,Rocky Shore,Mid,NA,0,17.84,7,26,4,50,1,40,2,50,0,40,0,26,0,0,50,0,50,0,0,0,0,0,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,19,0,0,0,0,2,0,0,0,0,0,0
Night,One,238,Balmain,Inner ,Rocky Shore,Mid,NA,0,17.65,9,19,6,25,1,65,2,25,0,65,0,19,0,0,75,0,25,0,0,0,0,0,0,0,50,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,8,0,0,0,0,3,1,0,0,0,0,0
Night,One,242,Balmain,Inner ,Rocky Shore,High,NA,0,17.57,5,1,1,5,1,100,3,5,0,100,0,1,0,0,95,5,0,0,0,0,0,0,0,0,30,0,65,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Night,One,243,Balmain,Inner ,Rocky Shore,High,NA,0.1,15.56,4,0,0,5,1,60,3,5,0,60,0,0,0,0,95,5,0,0,0,0,0,0,0,0,15,0,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,244,Balmain,Inner ,Rocky Shore,High,NA,0,15.16,3,4,2,0,0,95,1,0,0,95,0,4,0,0,100,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
Night,One,245,Balmain,Inner ,Rocky Shore,High,NA,0,17.81,6,9,2,50,2,60,2,50,0,60,0,9,0,0,50,30,20,0,0,0,0,0,0,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Night,One,246,Balmain,Inner ,Rocky Shore,High,NA,0,17.53,2,0,0,10,1,95,1,10,0,95,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,247,Balmain,Inner ,Rocky Shore,High,NA,0,17.63,2,0,0,20,1,90,1,20,0,90,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,248,Balmain,Inner ,Rocky Shore,High,NA,0.1,17.84,4,2,2,5,1,95,1,5,0,95,0,2,0,0,95,5,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Night,One,249,Balmain,Inner ,Rocky Shore,High,NA,0,17.65,3,0,0,5,1,85,2,5,0,85,0,0,0,0,95,0,5,0,0,0,0,0,0,0,15,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,250,Balmain,Inner ,Rocky Shore,High,NA,0,17.57,3,0,0,1,1,95,2,1,0,95,0,0,0,0,99,1,0,0,0,0,0,0,0,0,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,251,Balmain,Inner ,Rocky Shore,High,NA,0,15.56,4,1,1,10,1,75,2,10,0,75,0,1,0,0,90,10,0,0,0,0,0,0,0,0,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Day,One,776,Balmoral,Outer,Rocky Shore,Low,109,NA,NA,6,4,3,0,0,95,3,0,0,95,2,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,45,30,20,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,777,Balmoral,Outer,Rocky Shore,Low,113,NA,NA,6,3,2,100,1,85,3,100,0,85,2,1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,35,35,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,778,Balmoral,Outer,Rocky Shore,Low,117,NA,NA,6,3,2,100,1,90,3,100,0,90,1,2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,45,25,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,779,Balmoral,Outer,Rocky Shore,Low,109,NA,NA,5,1,1,100,1,95,3,100,0,95,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,45,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Day,One,780,Balmoral,Outer,Rocky Shore,Low,128,NA,NA,4,0,0,20,1,80,3,20,0,80,0,0,0,0,80,0,0,0,20,0,0,0,0,0,0,0,0,25,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,781,Balmoral,Outer,Rocky Shore,Low,126,NA,NA,4,0,0,100,1,90,3,100,0,90,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,25,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,782,Balmoral,Outer,Rocky Shore,Low,131,NA,NA,4,0,0,100,1,65,3,100,0,65,0,0,0,0,0,0,0,0,100,0,0,0,0,0,15,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,783,Balmoral,Outer,Rocky Shore,Low,119,NA,NA,3,0,0,100,1,90,2,100,0,90,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,784,Balmoral,Outer,Rocky Shore,Low,114,NA,NA,4,0,0,100,1,100,3,100,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,20,0,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,785,Balmoral,Outer,Rocky Shore,Low,128,NA,NA,4,0,0,100,1,85,3,100,0,85,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,15,0,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,765,Balmoral,Outer,Rocky Shore,Mid,109,NA,NA,6,61,5,75,1,0,0,75,0,0,4,57,0,0,25,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,53,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
Day,One,766,Balmoral,Outer,Rocky Shore,Mid,117,NA,NA,4,51,3,75,1,0,0,75,0,0,2,49,0,0,25,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Day,One,767,Balmoral,Outer,Rocky Shore,Mid,123,NA,NA,4,49,3,45,1,0,0,45,0,0,0,49,0,0,55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0
Day,One,768,Balmoral,Outer,Rocky Shore,Mid,120,NA,NA,6,35,4,40,1,10,1,40,0,10,2,33,0,0,60,0,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0
Day,One,769,Balmoral,Outer,Rocky Shore,Mid,126,NA,NA,7,36,6,65,1,0,0,65,1,0,4,31,0,0,35,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Day,One,770,Balmoral,Outer,Rocky Shore,Mid,109,NA,NA,6,38,5,70,1,0,0,70,0,0,2,36,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,2,0,5,0,0,0,0,2,0,0,0,0,0,0
Day,One,771,Balmoral,Outer,Rocky Shore,Mid,113,NA,NA,6,30,4,70,1,15,1,70,0,15,6,24,0,0,30,0,70,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0
Day,One,772,Balmoral,Outer,Rocky Shore,Mid,117,NA,NA,6,57,4,90,2,0,0,90,0,0,7,50,0,0,10,0,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,23,0,0,0,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0
Day,One,773,Balmoral,Outer,Rocky Shore,Mid,109,NA,NA,5,30,4,95,1,0,0,95,0,0,0,30,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0
Day,One,774,Balmoral,Outer,Rocky Shore,Mid,128,NA,NA,7,21,5,80,2,0,0,80,0,0,2,19,0,0,20,0,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,3,0,0,0,0,0,0
Day,One,755,Balmoral,Outer,Rocky Shore,High,126,NA,NA,2,75,1,30,1,0,0,30,0,0,0,75,0,0,70,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,756,Balmoral,Outer,Rocky Shore,High,131,NA,NA,3,47,2,45,1,0,0,45,0,0,0,47,0,0,55,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,757,Balmoral,Outer,Rocky Shore,High,119,NA,NA,3,90,2,25,1,0,0,25,0,0,0,90,0,0,75,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Day,One,758,Balmoral,Outer,Rocky Shore,High,114,NA,NA,3,70,2,25,1,0,0,25,0,0,0,70,0,0,75,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Day,One,759,Balmoral,Outer,Rocky Shore,High,128,NA,NA,3,81,2,10,1,0,0,10,0,0,0,81,0,0,90,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Day,One,760,Balmoral,Outer,Rocky Shore,High,109,NA,NA,6,22,3,35,2,25,1,35,0,25,0,22,0,0,65,10,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Day,One,761,Balmoral,Outer,Rocky Shore,High,117,NA,NA,2,83,1,20,1,0,0,20,0,0,0,83,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,762,Balmoral,Outer,Rocky Shore,High,123,NA,NA,3,49,1,5,1,15,1,5,0,15,0,49,0,0,95,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,763,Balmoral,Outer,Rocky Shore,High,120,NA,NA,3,27,2,5,1,0,0,5,0,0,0,27,0,0,95,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Day,One,764,Balmoral,Outer,Rocky Shore,High,126,NA,NA,3,56,1,40,2,0,0,40,0,0,0,56,0,0,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,891,Balmoral,Outer,Rocky Shore,Low,NA,0.1,14.58,5,4,2,80,1,40,2,80,0,40,2,2,0,0,20,0,0,0,80,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,892,Balmoral,Outer,Rocky Shore,Low,NA,0.1,17.05,6,8,3,40,1,80,2,40,0,80,0,8,0,0,60,0,0,0,40,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
Night,One,893,Balmoral,Outer,Rocky Shore,Low,NA,0,18.01,6,15,2,50,1,70,3,50,0,70,1,14,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,20,35,15,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,894,Balmoral,Outer,Rocky Shore,Low,NA,0,16.76,8,20,4,45,1,60,3,45,0,60,1,19,0,0,55,0,0,0,45,0,0,0,0,0,0,0,0,20,15,25,0,0,0,0,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Night,One,895,Balmoral,Outer,Rocky Shore,Low,NA,0,14.58,4,0,0,30,1,65,3,30,0,65,0,0,0,0,70,0,0,0,30,0,0,0,0,0,0,0,0,20,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,896,Balmoral,Outer,Rocky Shore,Low,NA,0.1,17.05,6,4,2,80,1,55,3,80,0,55,1,3,0,0,20,0,0,0,80,0,0,0,0,0,0,0,0,20,20,15,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night,One,897,Balmoral,Outer,Rocky Shore,Low,NA,0,18.01,7,5,3,70,1,65,3,70,0,65,1,4,0,0,30,0,0,0,70,0,0,0,0,0,0,0,0,20,25,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Night,One,898,Balmoral,Outer,Rocky Shore,Low,NA,0,16.76,5,4,1,40,1,70,3,40,0,70,0,4,0,0,60,0,0,0,40,0,0,0,0,0,0,0,0,35,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Night,One,899,Balmoral,Outer,Rocky Shore,Low,NA,0,14.58,6,7,2,100,1,55,3,100,0,55,0,7,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,20,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0
